id,category,tweet_content,reply_1,reply_2,reply_3,reply_4,reply_5,reply_6
254,sarcastic,rt @someuser: good job refs , you've been calling great calls tonight. _üëè_üëè_üëè_üëè_üëè,,,,,,,,,
255,sarcastic,rt @someuser: @someuser i love you moreeee! _üòâ _üòò,,,,,,,,,,
256,negative,very unhappy i can't find my joker shot glass  collegememory,,,,,,,,,,
257,positive,just been asked to be a godmother!!  excited honoured xjx,,,,,,
258,positive,found a body building gym.  gym ironweights arms chest abs workout on,,,,,,
259,positive,i can already tell today is going to be a great day!😃 ,,,,,,
260,positive,♥ define this shape <3  dinner food instagramer instalove instafood.night together somelink,,,,,,
261,positive,pedicure after school today <3 ,,,,,,
262,positive,officially a junior!(': passed all my staars!(: i'm one step closer into achieving my ultimate goal(:  can'tbelieveit classof2015,,,,,,
263,positive,like the rain...lol. finding joy in rain 🙏 “@someuser: best things in life are free! ”,Best things in life are free!,joy,,,,
264,positive,always remember to be  coz u never knw who's falling in love with your smile,,,,,,
265,positive,happy little wednesday lululemon lululunatic addiction  yoga run fashion somelink,,,,,,
266,positive,@someuser when u smile i smile <3  smile iloveyou,,,,,,
267,positive,rt @someuser: up an running in da morning alive blessed ,,,,,,
268,positive,@someuser @someuser that smile makes everyday our day. you're too special.  usmileismile,,,,,,
269,positive,now things are going great :) goodtimes http…,,,,,,
270,positive,omg! my baby wildflowers had a growth spur overnight  soon there will be some prettycolors in… somelink,,,,,,
271,positive,so excited for tomorrow and friday  😊😊,,,,,,
272,positive,today's assembly schedule:) ,,,,,,
273,positive,@someuser if i say not that thats bad or anything i dont htink i do ??:')......im !!,So u think I have the same nose as Justin......what??haha @SomeUser Not that thats bad or anything :')!,@SomeUser Haha Yh You Do Though!:o,,,,
274,positive,overwhelmingly happy being back in the uk  meanttobe london,,,,,,
275,positive,finally got my white blouse online @someuser. ,,,,,,
276,positive,ahhh! had a good sleep ^.^ ,,,,,,
277,positive,that just made my day! ,,,,,,
